Key,Text,Hash
OBSERVED_PLANTS_CARD_DESCRIPTION_2,"Vous avez signalé avoir planté un total de {0} espèces. L'écart entre ces chiffres peut s'expliquer par le fait que toutes les espèces plantées n'ont pas été retrouvées dans les parcelles de suivi, ou parce que vous avez planté de nouvelles espèces depuis vos dernières observations.",72c56c98
OBSERVED_PLANTS_CARD_TITLE,Combien d'espèces sont présentes sur le site au {0} ?,7bc1f148
OBSERVED_SPECIES,Espèces observées,922020f2
OBSERVER,Observateur,89ceb806
OK,Ok,6cdf9103
ON_TRACK,Sur la bonne voie,e2f4a4aa
ONBOARDING_ADMIN_TITLE,"Un instant, terminons d'abord la configuration",34c89e4a
ONBOARDING_NON_ADMINS_MESSAGE,"Avant de pouvoir gérer les accessions et l'inventaire des semis, un administrateur de votre organisation devra configurer une banque de semences et une pépinière dans Terraware. Veuillez contacter un administrateur pour obtenir de l'aide.",1991e1c4
ONE_ON_ONE_SESSION,Session individuelle,30dd4c46
ONE_ON_ONE_SESSIONS,Sessions individuelles,6b99a693
ONE_OR_MORE_ANSWERS_NEEDED_UPDATES,Une ou plusieurs réponses nécessitaient des mises à jour. Consultez-les ci-dessous pour voir les commentaires associés à chaque réponse.,13444528
ONE_OR_MORE_ANSWERS_WERE_NOT_ACCEPTED,Une ou plusieurs réponses n'ont pas été acceptées. Consultez-les ci-dessous pour voir les commentaires associés à chaque réponse.,1b11297f
OPERATION_CAPACITY,Capacité opérationnelle,f4ccbb9b
OPPORTUNITIES,Opportunités,446aabdd
OPPORTUNITIES_INSTRUCTIONS,"Cela peut inclure des opportunités d’expansion de projet, de nouveaux marchés, des recommandations, des formations à d’autres organisations, etc. (Un quart de page maximum.)",98ba6999
OPPORTUNITIES_REQUIRED,Opportunités *,8d418e65
OPT_IN,Fonctionnalités sur inscription,cbb9300b
OPTIONAL,Optionnel,9f75363c
OR,OU,38d8953d
OR_SHRUBS,OU Arbustes,a86cd003
ORG_NOTIFICATION_ACTION,"Pour modifier la préférence, allez dans [Paramètres > Organisation]",5cbf22d7
ORGANIZATION,Organisation,b1115ab0
ORGANIZATION_ADDED,Organisation ajoutée,0601cc78
ORGANIZATION_CREATE_FAILED,Impossible de créer l’organisation.,969a54ff
ORGANIZATION_CREATED_MSG,Vous pouvez accéder aux organisations auxquelles vous appartenez en cliquant sur le menu de profil utilisateur dans le coin supérieur droit.,60a57d86
ORGANIZATION_CREATED_MSG_DESKTOP,Vous pouvez accéder aux organisations auxquelles vous appartenez en cliquant sur la flèche dans le coin supérieur gauche à côté du logo.,b843e803
ORGANIZATION_CREATED_TITLE,Vous avez créé {0} !,816b8725
ORGANIZATION_DESC,Gérez votre organisation.,b5ea60e9
ORGANIZATION_ID,ID de l'organisation,326b24ac
ORGANIZATION_NAME,Nom de l'organisation,fa3057ac
ORGANIZATION_NAME_REQUIRED,Nom de l'organisation *,e4d74b24
ORGANIZATION_TYPE,Type d'organisation,c4deacbd
ORGANIZATION_TYPE_ACADEMIA,Université ou autre institution académique,200a8918
ORGANIZATION_TYPE_ARBORETA,Jardins botaniques ou arboretums,de002812
ORGANIZATION_TYPE_DESCRIPTION,Description de l'organisation,52b622cc
ORGANIZATION_TYPE_FOR_PROFIT,Organisation à but lucratif,1237ef1f
ORGANIZATION_TYPE_GOVERNMENT,Agence gouvernementale,5d926100
ORGANIZATION_TYPE_NGO,Organisation non gouvernementale (ONG),560257fd
ORGANIZATION_TYPE_OTHER,Autre,626335b2
ORGANIZATION_WEBSITE,Site web de l'organisation,331767ac
ORGANIZATIONS,Organisations,8c86eca3
ORIGINAL_QTY,Quantité initiale,636a1ae9
ORIGINAL_SUBZONE,Sous-zone d'origine,988c013f
ORIGINAL_ZONE,Zone d'origine,0e12db66
ORTHODOX,Orthodoxe,b0a5a550
OTHER,Autre,626335b2
OTHER_FACTS,Autres informations,548f89be
OTHER_LAND_USE_MODEL,Autre modèle d'utilisation des terres,b89ac507
OTHER_SPECIES,Autres espèces,b19f20cd
OTHER_TIMBER,Autre bois,e68c3ffe
OTHER_VALUE,Autre - {0},9072d8e6
OUNCES,Onces,4ae3cfe8
OUT_PLANTING,Transplantation,b2c96a10
OUTDOORS,Extérieur,38de141f
OUTPLANT,Plant transplanté,47a0a210
OUTPLANTS_REQUIRE_PLANTING_SITES,Les plants transplantés nécessitent un site de plantation pour l’allocation.,4646ac9d
OUTPLANTS_REQUIRE_READY_SEEDLINGS,Les plants transplantés nécessitent des lots avec des semis « prêts ».,976ca611
OUTSTANDING,En attente,964e61b4
OVER_WORD_LIMIT,Dépassement de la limite de mots,8e2d9bd4
OVERALL_SCORE,Score global,1d6cdabe
OVERDUE,En retard,90d8f429
OVERVIEW,Aperçu,c7fd0e47
OVERWRITTEN_ORIGINAL_VALUE,Écrasé – original : {0},c504c96d
OWNER,Propriétaire,f1db93f1
OZ,oz,63ec7cc2
OZ_OUNCES,oz (onces),45ec05af
PAGINATION_FOOTER,{0} à {1} sur {2},ce14c917
PAGINATION_FOOTER_EMPTY,0 sur 0,0ee978bd
PAPER,Papier,df5f30a1
PAPER_PETRI_DISH,Boîte de Petri en papier,d478bf2a
PARTIAL_ERRORS,Certaines des demandes ont échoué. Vous pouvez réessayer plus tard.,2d39959f
PARTIAL_ERRORS_TITLE,Erreurs partielles,3fca63bf
PARTICIPANT,Participant,911243e3
PARTICIPANTS,Participants,c5b396ab
PARTICIPANTS_EMPTY_STATE,"Vous n’avez pas encore de participants. Lorsque vous en ajouterez, ils apparaîtront ici.",38a7c92e
PASSED_PRESCREEN,Pré-sélection réussie,fef6edd4
PENDING,En attente,e95f9f79
PEOPLE,Personnes,84bc8e64
PEOPLE_CARD_DESCRIPTION,Nous ne pouvons pas le faire seuls ! Ajoutez des personnes à votre organisation et attribuez-leur des rôles.,9205bab5
PER_HECTARE_ESTIMATED_BUDGET,Budget estimé par hectare (USD),71a43325
PERCENTAGE_OF_SITE_PLANTED,{0}% du site,db868b6d
PERCENTAGE_OF_TARGET_PLANTING_DENSITY,{0}% de l’objectif,4405c63d
PERCENTAGE_VALUE,{0}%,a3614c0d
PERIOD_LAST_12_HOURS,12 dernières heures,86da144b
PERIOD_LAST_24_HOURS,Dernières 24 heures,47314278
PERIOD_LAST_30_DAYS,Derniers 30 jours,7a0403df
PERIOD_LAST_7_DAYS,Derniers 7 jours,66e2bd91
PERLITE_VERMICULITE,Perlite/Vermiculite,9fb0ed30
PERMANENT,Permanent,6c7426f2
PERSON_ADDED,Personne ajoutée,5bea0d6f
PESTS,Ravageurs,16b7eeed
PH,pH,8e3a7381
PHASE,Phase,f9d98417
PHASE_0,Phase 0 - Diligence raisonnable,6c20cb46
PHASE_0_SCORE,Score de la phase 0,bfacb854
PHASE_0_TRUNC,Phase 0,14e839a9
PHASE_1,Phase 1 - Étude de faisabilité,94889837
PHASE_1_SCORE,Score de la phase 1,9f83e45f
PHASE_1_TRUNC,Phase 1,0ba2a02a
PHASE_2,Phase 2 - Planifier et étendre,a51c9fc2
PHASE_2_TRUNC,Phase 2,b04e4d80
PHASE_3,Phase 3 - Mettre en œuvre et surveiller,d8def4af
PHASE_3_TRUNC,Phase 3,b63d8056
PHASE_ID,ID de la phase,ddbc6753
PHOTO_NORTHEAST_QUADRAT,Quadrat nord-est,05b4f331
PHOTO_NORTHWEST_QUADRAT,Quadrat nord-ouest,9af609f8
PHOTO_SOUTHEAST_QUADRAT,Quadrat sud-est,cbfacb71
PHOTO_SOUTHWEST_QUADRAT,Quadrat sud-ouest,9afd74aa
PHOTOS,Photos,a440be46
PHOTOS_TO_UPLOAD,Photos à téléverser,2735bfdb
PHOTOS_TO_UPLOAD_LIMIT,(Limite de {0} supplémentaires),121ba2ad
PLACEHOLDER,Espace réservé,e7c25185
PLANT,planter,9089fdf9
PLANT_DESCRIPTION,Notes sur la plante,0915d26a
PLANT_DETAIL,Détail de la plante,4b1b7fff
PLANT_ID,ID de la plante,25cd3771
PLANT_ID_IF_APPLICABLE,ID de la plante (le cas échéant),1e2ce2f7
PLANT_LABEL,Plante,d118615b
PLANT_MATERIAL_SOURCE_METHOD_MANGROVE_PROPAGULES,Propagules de mangrove,988524ed
PLANT_MATERIAL_SOURCE_METHOD_SEED_COLLECTION_AND_GERMINATION,Collecte et germination de semences,a36123f6
PLANT_MATERIAL_SOURCE_METHOD_SEED_PURCHASE_AND_GERMINATION,Achat et germination de semences,e2d5116e
PLANT_MATERIAL_SOURCE_METHOD_SEEDLING_PURCHASE,Achat de plants,7c23bd4e
PLANT_MATERIAL_SOURCE_METHOD_VEGETATIVE_PROPAGATION,Multiplication végétative,96d23541
PLANT_MATERIAL_SOURCE_METHOD_WILDLING_HARVEST,Récolte de plants sauvages,1cbd60d2
PLANT_MATERIAL_SOURCING_METHOD,Méthode d’approvisionnement en matériel végétal,5e7b97d8
PLANT_MATERIAL_SOURCING_METHOD_TOOLTIP_MANGROVE_PROPAGULES,Propagules de mangrove – jeunes plants qui germent sur la plante mère puis s’en détachent (unités naturelles de dispersion des mangroves),1848ce18
PLANT_MATERIAL_SOURCING_METHOD_TOOLTIP_SEED_COLLECTION_AND_GERMINATION,Collecte et germination de semences – semences collectées sur des plantes sauvages puis germées en pépinière ou en banque de semences,56946150
PLANT_MATERIAL_SOURCING_METHOD_TOOLTIP_SEED_PURCHASE_AND_GERMINATION,Achat et germination de semences – semences achetées auprès de fournisseurs locaux puis germées en pépinière ou en banque de semences,083d8d26
PLANT_MATERIAL_SOURCING_METHOD_TOOLTIP_SEEDLING_PURCHASE,Achat de plants – achat de jeunes plants auprès d’une pépinière locale,e04c2809
PLANT_MATERIAL_SOURCING_METHOD_TOOLTIP_VEGETATIVE_PROPAGATION,"Propagation végétative - propagation clonale, par exemple bouturage, marcottage, greffage",1565a014
PLANT_MATERIAL_SOURCING_METHOD_TOOLTIP_WILDLING_HARVEST,Récolte de semis naturels - semis prélevés dans des forêts naturelles puis replantés,c1168454
PLANT_MONITORING,Suivi des plantes,21ade0c5
PLANTED_NUMBERS_INFO,Les nombres plantés sont basés sur le nombre de plants retirés pour le site de plantation.,f23cab41
PLANTED_PLANTS,Plants transplantés,c3ba4493
PLANTED_SPECIES,Espèces plantées,0dd1f725
PLANTED_SPECIES_NUMBER,Espèces plantées ({0}),9ea6707c
PLANTED_SPECIES_TOOLTIP,"Espèces plantées indique les pourcentages de chaque espèce plantée. Les 4 principales espèces sont nommées, les autres sont regroupées sous Autres espèces.",f4a01a11
PLANTING,Plantation,3fabf341
PLANTING_COMPLETE,Plantation terminée ?,e348c8a4
PLANTING_COMPLETE_AREA,Zone de plantation terminée,25dc3dab
PLANTING_COMPLETE_CHART,Plantation terminée,3bea077e
PLANTING_COMPLETE_DASHBOARD,Plantation terminée,3bea077e
PLANTING_COMPLETE_DASHBOARD_TOOLTIP,Plantation terminée inclut la superficie totale et le pourcentage du site qui ont été marqués comme « Plantation terminée ».,b9bda0fe
PLANTING_COMPLETE_ROLLED_UP_DASHBOARD_TOOLTIP,Pourcentage de « Plantation terminée » de l’ensemble des sites de plantation associés au projet,969947fc
PLANTING_COMPLETE_TOOLTIP,Avez-vous terminé toutes vos plantations dans cette sous-zone ?,e738f422
PLANTING_DENSITY,Densité de plantation,2d5d3bcb
PLANTING_DENSITY_CARD_TITLE,Quelle est ma densité de plantation au {0} ?,55abeba9
PLANTING_DENSITY_DESCRIPTION,Voici votre densité de plantation calculée à partir de vos dernières observations.,738010df
PLANTING_DENSITY_MISSING_TOOLTIP,"Lorsque qu'une observation est terminée, la densité de plantation calculée apparaîtra ici.",87e15f6e
PLANTING_DENSITY_OF_PLANTED_ZONES,Densité de plantation (zones plantées),4e25078f
PLANTING_DENSITY_PER_ZONE_CARD_TITLE,Quelle est ma densité de plantation cible par zone ?,37c72934
PLANTING_DENSITY_PER_ZONE_DESCRIPTION,"Voici la densité de plantation cible de votre zone que vous avez fournie. Si vous souhaitez modifier les densités de plantation cibles, veuillez contacter Terraformation.",6fbdf90d
PLANTING_DENSITY_PER_ZONE_W_OBS_CARD_TITLE,Quelle est ma densité de plantation cible et ma densité de plantation au {0} par zone ?,e4b4a7d6
PLANTING_DENSITY_UPDATE_DESCRIPTION,"Depuis, vous avez signalé de nouvelles plantations qui suggèrent une densité de plantation de {0} plants/ha.",737e145d
PLANTING_PROGRESS,Avancement des plantations,58616da9
PLANTING_PROGRESS_AND_DENSITY,Avancement et densité des plantations,66b912d5
PLANTING_PROGRESS_CARD_TITLE,Quel est l’avancement des plantations sur mon site ?,6e73685e
PLANTING_PROGRESS_DESCRIPTION_1,"Voici l’avancement des plantations sur votre site, calculé à partir des retraits signalés dans votre pépinière.",39381c37
PLANTING_PROGRESS_DESCRIPTION_2,"Une fois que l’ensemble de votre site de plantation aura été marqué comme terminé et que vous aurez complété vos observations, vous pourrez consulter la densité de plantation de votre site.",1bd3e443
PLANTING_PROGRESS_MAP_DESCRIPTION,Cliquez sur chaque sous-zone pour indiquer les zones où la plantation a été terminée. La densité de plantation sera calculée une fois la plantation terminée pour chaque zone.,6dbb7d06
PLANTING_PROGRESS_PER_ZONE_CARD_TITLE,Quel est l’avancement de ma plantation par zone ?,b0377b07
PLANTING_PROGRESS_PER_ZONE_DESCRIPTION_1,"Voici l’avancement de la plantation de votre zone, calculé à partir des retraits signalés dans votre pépinière.",9a42998c
PLANTING_PROGRESS_PER_ZONE_DESCRIPTION_2,"Une fois qu’une zone a été marquée comme terminée pour la plantation et que vous avez finalisé vos observations, vous pourrez consulter la densité de plantation de cette zone.",4f65b99f
PLANTING_PROGRESS_PERCENT,Avancement de la plantation (%),0d372a57
PLANTING_PROGRESS_TABLE_DESCRIPTION,Utilisez les cases à cocher à côté de chaque sous-zone pour indiquer les zones où la plantation a été terminée. La densité de plantation sera calculée une fois la plantation terminée pour chaque zone.,9e84aba1
PLANTING_SEASON_END,Fin de la saison de plantation,414309c0
PLANTING_SEASON_END_IN_PAST,La date de fin ne peut pas être dans le passé.,b2729d4d
PLANTING_SEASON_END_OUT_OF_RANGE,Doit être comprise entre 4 semaines et 1 an après la date de début.,fcca5463
PLANTING_SEASON_NO_OVERLAP,Chevauche la saison de plantation du {0} au {1},f1549979
PLANTING_SEASON_START,Début de la saison de plantation,10f5de94
PLANTING_SEASON_START_OUT_OF_RANGE,Doit être dans l’année suivant la date actuelle.,d69ba8fe
PLANTING_SITE,Site de plantation,ee55d884
PLANTING_SITE_AREA,Superficie du site de plantation,53766ba3
PLANTING_SITE_CREATE_DETAILED_HELP,"Si vous êtes partenaire de Terraformation ou participant à un accélérateur, vous pouvez [nous contacter] pour collaborer sur un site de plantation détaillé.",26cde7ca
PLANTING_SITE_CREATE_DETAILED_TITLE,Carte détaillée du site de plantation,9adc9d50
PLANTING_SITE_CREATE_EXCLUSIONS_INSTRUCTIONS_DESCRIPTION,Cette vidéo montre comment utiliser l’outil de dessin {0} pour délimiter les zones d’exclusion du site de plantation.,340da36f
PLANTING_SITE_CREATE_EXCLUSIONS_INSTRUCTIONS_TITLE,Délimitation des zones d’exclusion,84651b2d
PLANTING_SITE_CREATE_INSTRUCTIONS_DESCRIPTION,Cette vidéo montre comment utiliser l’outil de dessin {0} pour tracer la limite du site de plantation.,a539970b
PLANTING_SITE_CREATE_INSTRUCTIONS_TITLE,Délimitation du site,1200219a
PLANTING_SITE_DELETED,Site de plantation supprimé !,61c0d69a
PLANTING_SITE_PROGRESS,Progression du site de plantation,8a7f8194
PLANTING_SITE_SAVED,Site de plantation enregistré,70f9ae14
PLANTING_SITE_TOTALS,Totaux du site de plantation,f37bb9d8
PLANTING_SITE_TRENDS,Tendances du site de plantation,ecfa6c40
PLANTING_SITE_TYPE,Type de site de plantation,4f94b3c8
PLANTING_SITE_TYPE_DETAILED,Détaillé,6a25500b
PLANTING_SITE_TYPE_SIMPLE,Simple,33e02624
PLANTING_SITE_ZONE_NAME_HELP,Des noms lisibles aideront les personnes sur le terrain à identifier les zones lorsqu’elles sont sur place.,63445c3d
PLANTING_SITES,Sites de plantation,3799d2eb
PLANTING_ZONE,Zone de plantation,b966621d
PLANTING_ZONES,Zones de plantation,a678dfee
PLANTINGS_REQUIRE_PLANTING_SITES,Les plantations nécessitent un site de plantation pour l’allocation.,e83e8ad2
PLANTINGS_REQUIRE_READY_SEEDLINGS,Les plantations nécessitent des lots avec des semis « prêts ».,373cfc92
PLANTS,Plantes,f6cde0c3
PLANTS_AND_SPECIES_STATISTICS,Statistiques des plantes et des espèces,302a8e73
PLANTS_CARD_DESCRIPTION,Elles ont pris racine ! Consultez toutes vos plantes en un seul endroit.,808b2505
PLANTS_DASHBOARD,Tableau de bord des plantes,65ec62dd
PLANTS_DASHBOARD_ICON,Icône du tableau de bord des plantes,576ad8cc
PLANTS_PER_HA,Plantes par ha,1b8bb685
PLANTS_PER_HA_TOOLTIP,"La tendance des plantes par ha représente le nombre de plantes par hectare, tel qu’observé dans l’ensemble des observations.",95449181
PLANTS_PER_HECTARE,plantes/ha,606dca50
PLEASE_NOTE,Veuillez noter :,f37ff0f0
PLEASE_TRY_AGAIN,Veuillez réessayer.,7f562f32
PLOT,Parcelle,8d3cefee
PLOT_CONDITIONS,Conditions de la parcelle,2b615357
PLOT_DESCRIPTION,Description de la parcelle,67e5afa5
PLOT_LOCATION,Emplacement de la parcelle,59f1374a
PLOT_PHOTO,Photo de la parcelle,969c0fc9
PLOT_REPLACES_THIS_25M_PLOT,La parcelle remplace cette parcelle de 25x25 m :,c763f5e2
PLOT_SELECTION,Sélection de la parcelle,ba150031
PLOT_TYPE,Type de parcelle,4b579233
PLOTS_AD_HOC,Parcelles ad hoc,104e30b2
PLOTS_PERMANENT,Parcelles permanentes,d06e9f3a
PLOTS_SIZE_NOTE,*Données collectées avec des parcelles de 25x25 m,1c6249f4
PLOTS_TEMPORARY,Parcelles temporaires,7d9bceab
POM_M,POM (m),279348dc
POSITION,Position,3eb30313
POUNDS,Livres,d760b127
PREEXISTING_PLANTS_OBSERVED,Plantes préexistantes observées,9427a885
PREFERRED_WEIGHT_SYSTEM,Système de poids préféré,d1eb86d6
PRELIMINARY_SPECIES_USAGE_LIST_NOT_ACCEPTED,Liste préliminaire d’utilisation des espèces non acceptée,244b0900
PRELIMINARY_SPECIES_USAGE_LIST_UPDATE_NEEDED,Mise à jour de la liste préliminaire d’utilisation des espèces requise,1b233d2f
PRELIMINARY_SPECIES_USAGE_LIST_UPDATE_REQUESTED,Mise à jour de la liste préliminaire d’utilisation des espèces demandée,bb890819
PREPARATION_MATERIALS,Matériel de préparation,c6fd2575
PRESCREEN,Pré-évaluation,9a38127f
PRESCREEN_FAILED,Échec de la pré-évaluation,2a2dc3e9
PREVIEW,Aperçu,a2aefa10
PREVIEW_ERROR,Impossible d’ouvrir l’aperçu. Veuillez vérifier les paramètres de blocage des fenêtres contextuelles.,99ae281e
PREVIOUS,Précédent,156ee39e
PREVIOUS_25M_PLOT,Parcelle précédente 25x25m,d94f2944
PREVIOUS_25M_PLOT_TOOLTIP,Il s’agit de la parcelle 25x25m de la dernière observation que la parcelle actuelle 30x30m remplace.,f0897621
PREVIOUS_25M_PLOTS,Parcelles précédentes 25x25m,f38d3ea7
PREVIOUS_25M_PLOTS_TOOLTIP,Il s’agit des parcelles 25x25m de la dernière observation que la parcelle actuelle 30x30m remplace.,88a433bb
PRIVACY_POLICY,Politique de confidentialité,47ab3e90
PROBLEMS,Problèmes,25b5d615
PROBLEMS_WITH_ENTRIES,Un problème est survenu avec certaines entrées de ce formulaire.,86f72cd9
PROCESSING,Traitement en cours,36f06d3a
PROCESSING_STATUS_REQUIRED,Statut de traitement *,ac173883
PROGRESS,Progression,c07f21ce
PROGRESS_NOTES,Notes de progression,5e670e4a
PROGRESS_NOTES_DESCRIPTION,Fournissez des informations pouvant être publiées aux bailleurs de fonds.,a42ffda7
PROGRESS_REPORT,Rapport de progression,69cf80ea
PROJECT,Projet,162b4c3f
PROJECT_ADDED,{0} ajouté,c579a852
PROJECT_ADDED_ACCESSION,{0} accession,48fadd3b
PROJECT_ADDED_ACCESSIONS,{0} accessions,b962589a
PROJECT_ADDED_BATCH,{0} lot,9d74cde8
PROJECT_ADDED_BATCHES,{0} lots,a7a1d48d
PROJECT_ADDED_DETAILS,Les éléments suivants ont également été ajoutés au projet {0} :,46fcb60c
PROJECT_ADDED_PLANTING_SITE,{0} site de plantation,422f093d
PROJECT_ADDED_PLANTING_SITES,{0} sites de plantation,2c81bbd4
PROJECT_AREA,Zone du projet,689cdff2
PROJECT_AREA_DESCRIPTION,"Superficie totale englobant l'ensemble du projet, où les activités visent à générer des bénéfices climatiques nets.",dbbc0b7e
PROJECT_AREA_HA,Zone du projet (ha),6bda7dea
PROJECT_AREA_MAP,Carte de la zone du projet,7c01fd14
PROJECT_AREA_TOTALS,Totaux de la zone du projet,bece9b37
PROJECT_HIGHLIGHT_IMAGE,Image phare du projet,a7d500cb
PROJECT_ID,ID du projet,e3491a6e
PROJECT_IMPACT,Impact du projet,7daa6ba5
PROJECT_IMPACT_INSTRUCTIONS,"Fournissez les détails de votre impact pendant la période de rapport, y compris les principales réalisations et les progrès accomplis vers l’atteinte des objectifs et des étapes clés. En plus des objectifs forestiers, veuillez inclure les emplois créés (temps plein, temps partiel et saisonnier), en utilisant des chiffres précis ventilés par genre. (Environ une page.)",57149db5
PROJECT_IMPACT_REQUIRED,Impact du projet *,d64d1635
PROJECT_INFORMATION,Informations sur le projet,20e59559
PROJECT_LEAD,Responsable du projet,abaeba3a
PROJECT_LINKS,Liens du projet,b34cdb0e
PROJECT_NAME,Nom du projet,17451aa2
PROJECT_NOTES,Notes d'information supplémentaires sur le projet,0c985c39
PROJECT_OBJECTIVES,Objectifs du projet,20d1aaf6
PROJECT_OR_PROJECTS,Projet(s),4b8c0060
PROJECT_OVERVIEW,Aperçu du projet,87fe4f18
PROJECT_PHOTOS,Photos du projet (max. 30),25c80ed0
PROJECT_PROFILE,Profil du projet,cc49d0dc
PROJECT_PROFILE_PUBLISHED,Profil du projet publié,9f75ca71
PROJECT_SPECIFIC_METRIC,Indicateur spécifique au projet,4585c861
PROJECT_SPECIFIC_METRIC_SAVED,Indicateur spécifique au projet enregistré,15157e04
PROJECT_SPECIFIC_METRICS,Indicateurs spécifiques au projet,56e54f89
PROJECT_SUMMARY,Résumé du projet,f7efd6d7
PROJECT_SUMMARY_INSTRUCTIONS,Fournissez une brève description narrative des progrès réalisés depuis votre précédent rapport. Ce résumé doit être rédigé pour un public général et être adapté à la publication. (Moins de 100 mots.),809179b4
PROJECT_SUMMARY_REQUIRED,Résumé du projet *,7225ff45
PROJECT_ZONE_FIGURE,Illustration de la zone du projet,7b0c1adc
PROJECT_ZONE_FIGURE_VARIABLE,Variable de la figure de la zone du projet,12181fad
PROJECTS,Projets,07b3b475
PROPOSED_PROJECT_BOUNDARIES_ADDED,Limites de projet proposées ajoutées,2787f20d
PROPOSED_PROJECT_BOUNDARY,Limite de projet proposée,0b77fcdf
PROPOSED_RESTORATION_ACTIVITIES,Activités de restauration proposées,4c6b833a
PUBLISH,Publier,c1d4ecf7
PUBLISH_METRIC,Publier l’indicateur,cd9076df
PUBLISH_TO_FUNDER_PORTAL,Publier sur le Portail des financeurs,ec2ddbec
PUBLISHED_REPORT_CONSOLE_WARNING,Vous consultez le dernier rapport publié tel qu’il apparaît aux financeurs dans le Portail des financeurs.,64413dc4
PURPOSE,Objectif,ff06abab
PURPOSE_REQUIRED,Objectif *,3f585469
PV_BATTERY,Batterie PV,51c3cd0e
PV_BATTERY_CHARGE,Charge de la batterie PV,ce23af79
PV_SYSTEM,Système PV,7a4c7f3a
Q1_TARGET,Objectif T1,e8744fa7
Q2_TARGET,Objectif T2,5275b4cd
Q3_TARGET,Objectif T3,e1a31913
Q4_TARGET,Objectif T4,11f9f81f
QUADRAT,Quadrat,ff115cb6
QUALITATIVE,Qualitatif,7bba541b
QUALITATIVE_INFO,Informations qualitatives,ff171193
QUANTITY,Quantité,5130efc1
QUANTITY_MUST_BE_GREATER_THAN_OR_EQUAL_TO_ZERO,La quantité doit être supérieure ou égale à 0,5a55f459
QUESTION,Question,84cf257d
RARE,Rare,c114e991
RATIONALE,Justification,4e68d88e
REACH_OUT_TO_ADMIN_TITLE,Veuillez contacter un administrateur de votre organisation.,24a43465
READY,Prêt,35379dea
READY_QUANTITY,Quantité prête,7d26fc1d
READY_QUANTITY_AFTER,Quantité prête (après),1de35ff4
READY_QUANTITY_BEFORE,Quantité prête (avant),98f99027
READY_QUANTITY_REMAINING,Quantité prête ({0} restantes),29beaa92
READY_QUANTITY_REQUIRED,Quantité prête *,8b6b5352
REASON,Raison,aa1f8a01
REASSIGN,Réaffecter,48e98f3f
REASSIGN_SEEDLINGS,Réaffecter les semis,99d4391c
REASSIGN_SEEDLINGS_DESCRIPTION,"Saisissez la nouvelle sous-zone, la nouvelle quantité et les notes pour l'espèce pour laquelle vous souhaitez réaffecter des semis. Les semis des lignes laissées vides ne seront pas réaffectés.",11199a1f
REASSIGNMENT,Réaffectation,79a8c3fe
REASSIGNMENT_DURATION,Durée de la réaffectation,3dec5f19
REASSIGNMENT_REQUEST_NO_PLOTS_ADDED,Aucune parcelle ne sera ajoutée.,ebf0fa62
REASSIGNMENT_REQUEST_NO_PLOTS_ADDED_WARNING,Aucune parcelle ne sera ajoutée : aucune parcelle disponible pour la réaffectation.,4f5db53d
REASSIGNMENT_REQUEST_PLOTS_ADDED,Les parcelles suivantes seront ajoutées : {0}.,320264b6
REASSIGNMENT_REQUEST_PLOTS_REMOVED,Les parcelles suivantes seront supprimées : {0}.,6751069f
REASSIGNMENT_REQUEST_SENT,Demande de réaffectation envoyée,df60a044
REASSIGNMENT_REQUEST_STATUS,Statut de la demande de réaffectation,f56ec4a5
RECALCITRANT,Récalcitrant,f95e16a4
RECEIVE_EMAIL_NOTIFICATIONS,Recevoir des notifications par e-mail,378f118d
RECEIVED_DATE,Date de réception,9814318f
RECEIVED_ON,Reçu le,d839c14d
RECEIVING_DATE_REQUIRED,Date de réception *,bd66283e
RECEIVING_NURSERY_REQUIRED,Pépinière de réception *,70a647da
RECOMMENDED,Recommandé,74c8bc37
RECORDED_PLANTS,Plantes enregistrées,dbab8b2c
RECORDED_SESSION,Session enregistrée,797dfcf5
RECORDED_SESSIONS,Sessions enregistrées,60a9c3c7
RECORDED_SPECIES,Espèces enregistrées,f31f152a
RECORDING_DATE,Date d’enregistrement,255056cf
RECORDING_DATE_ERROR,Cette date doit être postérieure à la date de début,3ca9e68a
RECORDING_URL,URL de l’enregistrement,0c9daf58
REFERENCE,Référence,0a82a6a5
REFERENCE_DBH,Citer la référence pour « DHP à maturité ».,9e786693
REFERENCE_HEIGHT_AT_MATURITY,Citer la référence pour « Hauteur à maturité ».,40d3e9bd
REFRESH,Actualiser,aca87218
REFRESH_DATA,Actualiser les données,d66e79c1
REFRIGERATOR_1,Réfrigérateur 1,e8eed3ec
REFRIGERATOR_2,Réfrigérateur 2,ab94a835
REFRIGERATOR_3,Réfrigérateur 3,6a68c53f
REGION,Région,b0b580d6
REGION_ANTARCTICA,Antarctique,83997d9b
REGION_EAST_ASIA_PACIFIC,Asie de l’Est et Pacifique,949d95a7
REGION_EUROPE_CENTRAL_ASIA,Europe et Asie centrale,e39c62db
REGION_LATIN_AMERICA_CARIBBEAN,Amérique latine et Caraïbes,de31b7bf
REGION_MIDDLE_EAST_NORTH_AFRICA,Moyen-Orient et Afrique du Nord,6da72207
REGION_NORTH_AMERICA,Amérique du Nord,50adad5a
REGION_OCEANIA,Océanie,29dd5d2b
REGION_SOUTH_ASIA,Asie du Sud,6110b434
REGION_SUB_SAHARAN_AFRICA,Afrique subsaharienne,2103e526
REINTRODUCED,Réintroduit,f4f1eb2e
