key_name,en,comment
NOTES_AFTER,Notes (After),
NOTES_BEFORE,Notes (Before),
NOTIFICATIONS,Notifications,
NUMBER_OF_COMMUNITIES_WITHIN_PROJECT_AREA,Number of Communities Within Project Area,
NUMBER_OF_LIVE_PLANTS_PER_SPECIES,Number of Live Plants per Species,
NUMBER_OF_NATIVE_SPECIES,Number of Native Species,
NUMBER_OF_PEOPLE,Number of People,
NUMBER_OF_PHOTOS,Number of Photos,
NUMBER_OF_PLANTS,Number of Plants,
NUMBER_OF_PLOTS_IN_MOST_RECENT_OBSERVATION,Number of Plots in Most Recent Observation,
NUMBER_OF_SEEDS_COMPROMISED,# Seeds Compromised,
NUMBER_OF_SEEDS_COMPROMISED_REQUIRED,# Seeds Compromised *,
NUMBER_OF_SEEDS_COMPROMISED_V2,# Seeds Compromised,
NUMBER_OF_SEEDS_EMPTY,# Seeds Empty,
NUMBER_OF_SEEDS_EMPTY_REQUIRED,# Seeds Empty *,
NUMBER_OF_SEEDS_EMPTY_V2,# Seeds Empty,
NUMBER_OF_SEEDS_FILLED,# Seeds Filled,
NUMBER_OF_SEEDS_FILLED_REQUIRED,# Seeds Filled *,
NUMBER_OF_SEEDS_FILLED_V2,# Seeds Filled,
NUMBER_OF_SEEDS_GERMINATED,# Seeds Germinated,
NUMBER_OF_SEEDS_GERMINATED_REQUIRED,# Seeds Germinated *,
NUMBER_OF_SEEDS_TESTED,# Seeds Tested,
NUMBER_OF_SEEDS_TESTED_REQUIRED,# Seeds Tested *,
NUMBER_OF_SPECIES,Number Of Species,
NUMBER_OF_SPECIES_PLANTED_CARD_TITLE,How many species have I reported planting?,
NUMBER_PLANTS_COLLECTED_FROM,Estimated Number of Plants Collected From,
NURSERIES,Nurseries,
NURSERY,Nursery,
NURSERY_ADDED,Nursery Added,
NURSERY_CAPACITY,Nursery Capacity,
NURSERY_CAPACITY_REQUIRED,Nursery Capacity *,
NURSERY_GERMINATION,Nursery Germination,
NURSERY_MEDIA,Nursery Media,
NURSERY_MORTALITY_RATE,Nursery Mortality Rate,
NURSERY_REQUIRED,Nursery *,
NURSERY_TRANSFER,Nursery Transfer,
NURSERY_TRANSFERS_REQUIRE_DESTINATIONS,Nursery transfers require a source and destination nursery.,
OBSERVATION_END_DATE,Observation End Date,
OBSERVATION_EVENT_SCHEDULED,Observation event is scheduled for {0} for planting site(s):,"Example: Observation event is scheduled for June 1, 2023 for planting site(s): "
OBSERVATION_IN_PROGRESS,Observation in Progress,
OBSERVATION_OVERDUE,Observation Overdue,
OBSERVATION_PERIOD_WARN,Observation period cannot exceed two months.,
OBSERVATION_RESCHEDULED,Observation rescheduled!,
OBSERVATION_SCHEDULED,Observation scheduled!,
OBSERVATION_START_DATE,Observation Start Date,
OBSERVATION_STATUS,Observation Status,
OBSERVATION_STATUS_OUTSTANDING,Outstanding,Remaining to be done
OBSERVATIONS,Observations,
OBSERVATIONS_COMPLETION_PERCENTAGE,Observations for {0} of {1} monitoring plots ({2}%) have been completed.,Example: Observations for 5 of 10 monitoring plots (50%) have been completed.
OBSERVATIONS_DOWNLOAD_APP,"To complete observations, download the Terraware app on the App Store or Google Play.",
OBSERVATIONS_EMPTY_STATE_MESSAGE_1,"Observations are when you record data from a sample of monitoring plots using our mobile app in the field. This allows us to calculate mortality rates, and eventually carbon sequestration.",
OBSERVATIONS_EMPTY_STATE_MESSAGE_2,"You will be notified when it is time to take your observations (typically, the next time you end a planting season). After you've completed your first observations, you'll see the records here.",
OBSERVATIONS_EMPTY_STATE_TITLE,No Observations Yet,
OBSERVATIONS_MAP_VIEW_PROMPT,"In order to access map view, please select a single planting site.",
OBSERVATIONS_REQUIRED_BY_DATE,{0} monitoring plots require observation by {1}.,"Example: 5 monitoring plots require observation by June 30, 2023"
OBSERVATIONS_WITH_THE_TERRAWARE_APP,Observations with the Terraware App,
OBSERVED_PLANTS,Observed Plants,
OBSERVED_PLANTS_CARD_DESCRIPTION_1,This is the total number of species found in your latest observations.,
OBSERVED_PLANTS_CARD_DESCRIPTION_2,"You have reported planting {0} species total. The difference in these numbers may be because not all the species you planted were found in the monitoring plots, or because you have planted more species since your last observations.",
OBSERVED_PLANTS_CARD_TITLE,How many species are on the site as of {0}?,
OBSERVED_SPECIES,Observed Species,
OBSERVER,Observer,
OK,Ok,
ONBOARDING_ADMIN_TITLE,"Just a moment, let’s complete setup first",
ONE_ON_ONE_SESSION,1:1 Session,
ONE_OR_MORE_ANSWERS_WERE_NOT_ACCEPTED,One or more answers were not accepted. View them below to see each answer's feedback.,
OPERATION_CAPACITY,Operation Capacity,
OPPORTUNITIES,Opportunities,
OPPORTUNITIES_INSTRUCTIONS,"This may include opportunities for project expansion, new markets, referrals, training to other organizations, etc. (One-quarter page maximum.)",
OPPORTUNITIES_REQUIRED,Opportunities *,
OPT_IN,Opt-In Features,
OPTIONAL,Optional,
OR,OR,
ORG_NOTIFICATION_ACTION,"To change the preference, go to [""Settings > Organization""]",
ORGANIZATION,Organization,
ORGANIZATION_CREATE_FAILED,Unable to create organization.,
ORGANIZATION_CREATED_MSG,You can access the organizations you’re in by clicking the user profile menu in the top right corner.,
ORGANIZATION_CREATED_MSG_DESKTOP,You can access the organizations you’re in by clicking the arrow in the top left corner next to the logo.,
ORGANIZATION_CREATED_TITLE,You have created {0}!,
ORGANIZATION_DESC,Manage your organization.,
ORGANIZATION_NAME,Organization Name,
ORGANIZATION_NAME_REQUIRED,Organization Name *,
ORGANIZATION_TYPE,Organization Type,
ORGANIZATION_TYPE_ACADEMIA,University or Other Academic Institution,
ORGANIZATION_TYPE_ARBORETA,Botanical Gardens or Arboreta,
ORGANIZATION_TYPE_DESCRIPTION,Organization Description,
ORGANIZATION_TYPE_FOR_PROFIT,For-Profit Organization,
ORGANIZATION_TYPE_GOVERNMENT,Governmental Agency,
ORGANIZATION_TYPE_NGO,Non-Governmental Organizations (NGO),
ORGANIZATION_TYPE_OTHER,Other,
ORGANIZATION_WEBSITE,Organization Website,
ORGANIZATIONS,Organizations,
ORIGINAL_QTY,Original Qty,
ORIGINAL_SUBZONE,Original Subzone,
ORIGINAL_ZONE,Original Zone,
ORTHODOX,Orthodox,
OTHER,Other,
OTHER_FACTS,Other Facts,
OTHER_LAND_USE_MODEL,Other Land-Use Model,
OTHER_TIMBER,Other Timber,
OUNCES,Ounces,
OUT_PLANTING,Out-planting,
OUTDOORS,Outdoors,
OUTPLANT,Outplant,
OUTPLANTS_REQUIRE_PLANTING_SITES,Outplants require a planting site for allocation.,
OUTPLANTS_REQUIRE_READY_SEEDLINGS,"Outplants require batches with seedlings that are ""ready.""",
OUTSTANDING,Outstanding,
OVER_WORD_LIMIT,Over word limit,
OVERDUE,Overdue,
OVERVIEW,Overview,
OWNER,Owner,
OZ,oz,
OZ_OUNCES,oz (ounces),
PAGINATION_FOOTER,{0} to {1} of {2},
PAGINATION_FOOTER_EMPTY,0 of 0,
PAPER,Paper,
PAPER_PETRI_DISH,Paper Petri Dish,
PARTIAL_ERRORS,Some of the requests failed. You can retry again later.,
PARTIAL_ERRORS_TITLE,Partial Errors,
PARTICIPANT,Participant,
PARTICIPANTS,Participants,
PARTICIPANTS_EMPTY_STATE,You have no participants yet. When you add participants you will see them here.,
PASSED_PRESCREEN,Passed Pre-screen,
PENDING,Pending,
PEOPLE,People,
PEOPLE_CARD_DESCRIPTION,We can’t do it alone! Add people to your Organization and assign them roles.,
PER_HECTARE_ESTIMATED_BUDGET,Per Hectare Estimated Budget (USD),
PERCENTAGE_OF_SITE_PLANTED,{0}% of Site,
PERCENTAGE_OF_TARGET_PLANTING_DENSITY,{0}% of Target,
PERCENTAGE_VALUE,{0}%,
PERIOD_LAST_12_HOURS,Last 12 hours,
PERIOD_LAST_24_HOURS,Last 24 hours,
PERIOD_LAST_30_DAYS,Last 30 days,
PERIOD_LAST_7_DAYS,Last 7 days,
PERLITE_VERMICULITE,Perlite/Vermiculite,
PERMANENT,Permanent,
PERSON_ADDED,Person Added,
PHASE,Phase,
PHASE_0,Phase 0 - Due Diligence,
PHASE_0_TRUNC,Phase 0,
PHASE_1,Phase 1 - Feasibility Study,
PHASE_1_SCORE,Phase 1 Score,
PHASE_1_TRUNC,Phase 1,
PHASE_2,Phase 2 - Plan and Scale,
PHASE_2_TRUNC,Phase 2,
PHASE_3,Phase 3 - Implement and Monitor,
PHASE_3_TRUNC,Phase 3,
PHOTOS,Photos,
PHOTOS_TO_UPLOAD,Photos to Upload,
PHOTOS_TO_UPLOAD_LIMIT,(Limit of {0} more),
PLACEHOLDER,Placeholder,
PLANT,plant,
PLANT_DESCRIPTION,Plant Notes,
PLANT_DETAIL,Plant Detail,
PLANT_ID,Plant ID,
PLANT_ID_IF_APPLICABLE,Plant ID (if applicable),
PLANT_LABEL,Plant,
PLANT_MATERIAL_SOURCE_METHOD_MANGROVE_PROPAGULES,Mangrove propagules,
PLANT_MATERIAL_SOURCE_METHOD_SEED_COLLECTION_AND_GERMINATION,Seed collection and germination,
PLANT_MATERIAL_SOURCE_METHOD_SEED_PURCHASE_AND_GERMINATION,Seed purchase and germination,
PLANT_MATERIAL_SOURCE_METHOD_SEEDLING_PURCHASE,Seedling purchase,
PLANT_MATERIAL_SOURCE_METHOD_VEGETATIVE_PROPAGATION,Vegetative propagation,
PLANT_MATERIAL_SOURCE_METHOD_WILDLING_HARVEST,Wildling harvest,
PLANT_MATERIAL_SOURCING_METHOD,Plant Material Sourcing Method,
PLANT_MATERIAL_SOURCING_METHOD_TOOLTIP_MANGROVE_PROPAGULES,"Mangrove propagules - seedlings that germinate on, then detach from the mother plant (natural dispersal units of mangroves)",
PLANT_MATERIAL_SOURCING_METHOD_TOOLTIP_SEED_COLLECTION_AND_GERMINATION,Seed collection and germination - seeds collected from wild plants germinated in a nursery or seed bank,
PLANT_MATERIAL_SOURCING_METHOD_TOOLTIP_SEED_PURCHASE_AND_GERMINATION,Seed purchase and germination - seeds purchased from local suppliers germinated in a nursery or seed bank,
PLANT_MATERIAL_SOURCING_METHOD_TOOLTIP_SEEDLING_PURCHASE,Seedling purchase - buying seedlings from a local nursery,
PLANT_MATERIAL_SOURCING_METHOD_TOOLTIP_VEGETATIVE_PROPAGATION,"Vegetative propagation - clonal propagation, e.g. cuttings, air layering, grafting",
PLANT_MATERIAL_SOURCING_METHOD_TOOLTIP_WILDLING_HARVEST,Wildling harvest - seedlings harvested from natural forests and subsequently replanted,
PLANTING,Planting,
PLANTING_COMPLETE,Planting Complete?,
PLANTING_COMPLETE_TOOLTIP,Have you completed all of your planting in this subzone?,
PLANTING_DENSITY,Planting Density,
PLANTING_DENSITY_CARD_TITLE,What is my planting density as of {0}?,
PLANTING_DENSITY_DESCRIPTION,This is your planting density as calculated from your latest observations.,
PLANTING_DENSITY_MISSING_TOOLTIP,"Once your planting site has been marked as complete for planting and you’ve completed your observations, you’ll be able to view the planting density.",
PLANTING_DENSITY_OF_PLANTED_ZONES,Planting Density (of Planted Zones),
PLANTING_DENSITY_PER_ZONE_CARD_TITLE,What is my target planting density per zone?,
PLANTING_DENSITY_PER_ZONE_DESCRIPTION,"This is your zone’s target planting density which you’ve provided. If you’d like to change the target planting densities, please reach out to Terraformation.",
PLANTING_DENSITY_PER_ZONE_W_OBS_CARD_TITLE,What is my target planting density and planting density as of {0} per zone?,
PLANTING_DENSITY_UPDATE_DESCRIPTION,Since then you have reported new plantings that suggest a planting density of {0} plants/ha.,
PLANTING_PROGRESS,Planting Progress,
PLANTING_PROGRESS_AND_DENSITY,Planting Progress and Density,
PLANTING_PROGRESS_CARD_TITLE,What is my site planting progress?,
PLANTING_PROGRESS_DESCRIPTION_1,This is your site’s planting progress as calculated from what has been reported in your nursery withdrawals.,
PLANTING_PROGRESS_DESCRIPTION_2,"Once your entire planting site has been marked as complete for planting and you’ve completed your observations, you’ll be able to view your site’s planting density.",
PLANTING_PROGRESS_MAP_DESCRIPTION,Click on each subzone to mark areas where planting has been completed. Planting density will be calculated once planting has been completed for each zone.,
PLANTING_PROGRESS_PER_ZONE_CARD_TITLE,What is my planting progress per zone?,
PLANTING_PROGRESS_PER_ZONE_DESCRIPTION_1,This is your zone’s planting progress calculated from what has been reported in your nursery withdrawals.,
PLANTING_PROGRESS_PER_ZONE_DESCRIPTION_2,"Once a zone has been marked as complete for planting and you’ve completed your observations, you’ll be able to view that zone’s planting density.",
PLANTING_PROGRESS_PERCENT,Planting Progress (%),
PLANTING_PROGRESS_TABLE_DESCRIPTION,Use the checkboxes next to each subzone to mark areas where planting has been completed. Planting density will be calculated once planting has been completed for each zone.,
PLANTING_SEASON_END,Planting Season End,
PLANTING_SEASON_END_IN_PAST,End date may not be in the past.,
PLANTING_SEASON_END_OUT_OF_RANGE,Must be between 4 weeks and 1 year from start date.,
PLANTING_SEASON_NO_OVERLAP,Overlaps planting season {0} - {1},{0} and {1} are both dates.
PLANTING_SEASON_START,Planting Season Start,
PLANTING_SEASON_START_OUT_OF_RANGE,Must be within 1 year of current date.,
PLANTING_SITE,Planting Site,
PLANTING_SITE_CREATE_DETAILED_HELP,"If you are a Terraformation partner or accelerator participant, you may [contact us] to work together on a detailed planting site.",
PLANTING_SITE_CREATE_DETAILED_TITLE,Detailed Planting Site Map,
PLANTING_SITE_CREATE_EXCLUSIONS_INSTRUCTIONS_DESCRIPTION,This video shows how to use the drawing {0} tool to draw the exclusion areas of the planting site.,
PLANTING_SITE_CREATE_EXCLUSIONS_INSTRUCTIONS_TITLE,Drawing Exclusion Area Boundaries,
PLANTING_SITE_CREATE_INSTRUCTIONS_DESCRIPTION,This video shows how to use the drawing {0} tool to draw the boundary of the planting site.,
PLANTING_SITE_CREATE_INSTRUCTIONS_TITLE,Drawing Site Boundaries,
PLANTING_SITE_DELETED,Planting site deleted!,
PLANTING_SITE_SAVED,Planting Site Saved,
PLANTING_SITE_TYPE,Planting Site Type,
PLANTING_SITE_TYPE_DETAILED,Detailed,
PLANTING_SITE_TYPE_SIMPLE,Simple,
PLANTING_SITE_ZONE_NAME_HELP,Readable names will help people in the field identify areas when out in the field.,
PLANTING_SITES,Planting Sites,
PLANTING_ZONE,Planting Zone,
PLANTING_ZONES,Planting Zones,
PLANTINGS_REQUIRE_PLANTING_SITES,Plantings require a planting site for allocation.,
PLANTINGS_REQUIRE_READY_SEEDLINGS,"Plantings require batches with seedlings that are ""ready.""",
PLANTS,Plants,
PLANTS_CARD_DESCRIPTION,They’ve taken root! View all your plants in one place.,
PLANTS_PER_HECTARE,plants/ha,
PLEASE_TRY_AGAIN,Please try again.,
PLOT_TYPE,Plot Type,
PLOTS_PERMANENT,Permanent Plots,
PLOTS_TEMPORARY,Temporary Plots,
POUNDS,Pounds,
PREFERRED_WEIGHT_SYSTEM,Preferred Weight System,
PRELIMINARY_SPECIES_USAGE_LIST_NOT_ACCEPTED,Preliminary Species Usage List Not Accepted,
PREPARATION_MATERIALS,Preparation Materials,
PRESCREEN,Pre-screen,
PRESCREEN_FAILED,Pre-screen Failed,
PREVIEW,Preview,
PREVIEW_ERROR,Could not open preview. Please check popup-blocking settings.,
PREVIOUS, Previous,
PRIVACY_POLICY,Privacy Policy,
PROBLEMS,Problems,
PROBLEMS_WITH_ENTRIES,There was a problem with some entries on this form.,
PROCESSING,Processing,
PROCESSING_STATUS_REQUIRED,Processing Status *,
PROJECT,Project,
PROJECT_ADDED,{0} Added,
PROJECT_ADDED_ACCESSION, {0} accession,
PROJECT_ADDED_ACCESSIONS, {0} accessions,
PROJECT_ADDED_BATCH, {0} batch,
PROJECT_ADDED_BATCHES, {0} batches,
PROJECT_ADDED_DETAILS,Also added the following to {0} project:,
PROJECT_ADDED_PLANTING_SITE, {0} planting site,
PROJECT_ADDED_PLANTING_SITES, {0} planting sites,
PROJECT_ID,Project ID,
PROJECT_IMPACT,Project Impact,
PROJECT_IMPACT_INSTRUCTIONS,"Provide the details of your impact during the reporting period, including key accomplishments and progress toward meeting stated goals and key milestones. In addition to forestry goals, please include jobs created (full-time, part-time, and seasonal), using specific figures disaggregated by gender. (Approximately one page.)",
PROJECT_IMPACT_REQUIRED,Project Impact *,
PROJECT_INFORMATION,Project Information,
PROJECT_LEAD,Project Lead,
PROJECT_NAME,Project Name,
PROJECT_NOTES,Additional Project Information Notes,
PROJECT_PHOTOS,Project Photos (max. 30),
PROJECT_SUMMARY,Project Summary,
PROJECT_SUMMARY_INSTRUCTIONS,Provide a short narrative description of the progress since your previous report. This summary should be written for a general audience and be suitable for publication. (Under 100 words.),
PROJECT_SUMMARY_REQUIRED,Project Summary *,
PROJECTS,Projects,
PROPOSED_PROJECT_BOUNDARIES_ADDED,Proposed Project Boundaries Added,
PROPOSED_PROJECT_BOUNDARY,Proposed Project Boundary,
PROPOSED_RESTORATION_ACTIVITIES,Proposed Restoration Activities,
PURPOSE,Purpose,
PURPOSE_REQUIRED,Purpose *,
PV_BATTERY,PV Battery,
PV_BATTERY_CHARGE,PV Battery Charge,
PV_SYSTEM,PV system,
QUALITATIVE,Qualitative,
QUALITATIVE_INFO,Qualitative Info,
QUANTITY,Quantity,
RARE,Rare,
RATIONALE,Rationale,
REACH_OUT_TO_ADMIN_TITLE,Please reach out to an administrator from your organization.,
READY,Ready,
READY_QUANTITY,Ready Quantity,
READY_QUANTITY_AFTER,Ready Quantity (After),
READY_QUANTITY_BEFORE,Ready Quantity (Before),
READY_QUANTITY_REMAINING,Ready Quantity ({0} remaining),
READY_QUANTITY_REQUIRED,Ready Quantity *,
REASON,Reason,
REASSIGN,Reassign,
REASSIGN_SEEDLINGS,Reassign Seedlings,
REASSIGN_SEEDLINGS_DESCRIPTION,"Enter the new subzone, new quantity, and notes for the species you want to reassign seedlings for. The seedlings for rows you leave empty will not be reassigned.",
REASSIGNMENT,Reassignment,
REASSIGNMENT_DURATION,Reassignment Duration,
REASSIGNMENT_REQUEST_NO_PLOTS_ADDED,No plots will be added.,
REASSIGNMENT_REQUEST_NO_PLOTS_ADDED_WARNING,No plots will be added: no plot available for reassignment.,
REASSIGNMENT_REQUEST_PLOTS_ADDED,The following plots will be added: {0}.,
REASSIGNMENT_REQUEST_PLOTS_REMOVED,The following plots will be removed: {0}.,
REASSIGNMENT_REQUEST_SENT,Reassignment Request Sent,
REASSIGNMENT_REQUEST_STATUS,Reassignment Request Status,
RECALCITRANT,Recalcitrant,
RECEIVE_EMAIL_NOTIFICATIONS,Receive Email Notifications,
RECEIVED_DATE,Received Date,
RECEIVED_ON,Received On,
RECEIVING_DATE_REQUIRED,Receiving Date *,
RECEIVING_NURSERY_REQUIRED,Receiving Nursery *,
RECOMMENDED,Recommended,
RECORDED_PLANTS,Recorded Plants,
RECORDED_SESSION,Recorded Session,A video recording of an informational session.
RECORDED_SPECIES,Recorded Species,
RECORDING_DATE,Recording Date,
RECORDING_DATE_ERROR,This should be later than Start Date,
REFERENCE,Reference,
REFERENCE_DBH,"Cite reference for ""DBH at Maturity.""",
REFERENCE_HEIGHT_AT_MATURITY,"Cite reference for ""Height at Maturity.""",
REFRESH,Refresh,
REFRESH_DATA,Refresh Data,
REFRIGERATOR_1,Refrigerator 1,
REFRIGERATOR_2,Refrigerator 2,
REFRIGERATOR_3,Refrigerator 3,
REGION,Region,
REGION_ANTARCTICA,Antarctica,
REGION_EAST_ASIA_PACIFIC,East Asia & Pacific,
REGION_EUROPE_CENTRAL_ASIA,Europe & Central Asia,
REGION_LATIN_AMERICA_CARIBBEAN,Latin America & Caribbean,
REGION_MIDDLE_EAST_NORTH_AFRICA,Middle East & North Africa,
REGION_NORTH_AMERICA,North America,
REGION_OCEANIA,Oceania,
REGION_SOUTH_ASIA,South Asia,
REGION_SUB_SAHARAN_AFRICA,Sub-Saharan Africa,
REINTRODUCED,Reintroduced,
REINTRODUCED_DESCRIPTION,"Plants that have been transplanted from a nursery, greenhouse, or other location to a restoration site.",
REJECT,Reject,
REJECT_ACTION,Reject...,
REJECT_REASON,Provide a reason for rejecting.,
REJECTED,Rejected,
REMAINING,Remaining,
REMAINING_QUANTITY_NOTES_PLACEHOLDER,Notes required for quantity changes,
REMAINING_SEEDS,Remaining Seeds,
REMOVE,Remove,
REMOVE_ACCESS,Remove Access,
REMOVE_ACCESS_MODAL_TEXT,This action will not remove people from Terraware. It will just remove their Accelerator Console access.,
REMOVE_ONLY_ONE_ORG_AT_A_TIME,You may only remove yourself from one organization at a time.,
REMOVE_PARTICIPANT,Remove Participant,
REMOVE_PARTICIPANT_CONFIRMATION,Are you sure you want to remove participant {0}. This cannot be undone.,
REMOVE_PEOPLE,Remove People,
REMOVE_PEOPLE_DESC,Are you sure you want to remove these people? Removing these people means they won’t have access to your organization’s data anymore.,
REMOVE_PERSON,Remove Person,
REMOVE_PERSON_DESC,Are you sure you want to remove {0}? Removing {0} means they won’t have access to your organization’s data anymore.,
REMOVE_PROJECT,Remove Project,
REMOVE_SPECIES,Remove Species,
REMOVING_ORG_WARNING,Removing yourself from {0} means you won’t have access to this organization’s data anymore. Are you sure you want to save your changes?,
REPLACE,Replace,
REPLACE_BOUNDARY,Replace Boundary,
REPLACE_FILE,Replace File...,
REPORT,Report,
REPORT_ANNUAL_DETAILS_TITLE,Additional Project Details (Annual Report),
REPORT_BACK_WARNING,Please use form controls at bottom of page.,
REPORT_CONCURRENT_EDITOR,Concurrent Editor,
REPORT_CONCURRENT_EDITOR_WARNING_1,There is someone else editing this report ({0}).,
REPORT_CONCURRENT_EDITOR_WARNING_2,"By continuing to edit this report, their changes will be discarded. Are you sure you want to continue?",
REPORT_CONFIRM_SUBMIT,Are you sure you wish to submit this report? This action cannot be undone.,
REPORT_COULD_NOT_EDIT,Could not edit report,
REPORT_COULD_NOT_OPEN,Could not open report,
REPORT_COULD_NOT_SAVE,Could not save report,
REPORT_COULD_NOT_SUBMIT,Could not submit report,
REPORT_COULD_NOT_UNLOCK,Could not unlock report,
REPORT_EDIT,Edit Report,
REPORT_MORTALITY_RATE_INFO,If known please list the death rates of all planted trees and other plants as a percentage. If unknown please enter 0.,
REPORT_NAME,Report Name,
REPORT_NO_NURSERIES,No nurseries included in report.,
REPORT_NO_PLANTING_SITES,No planting sites included in report.,
REPORT_NO_SEEDBANKS,No seed banks included in report.,
REPORT_NURSERY_CAPACITY_INFO,Please list the total number of plants that the nursery can hold using best estimates.,
REPORT_PROBLEM,Report Problem,
REPORT_SAVE_AND_CLOSE,Save and Close,
REPORT_SEEDBANK_BUILD_COMPLETION_DATE,Seed Bank Build Completion Date *,
REPORT_SEEDBANK_BUILD_START_DATE,Seed Bank Build Start Date *,
REPORT_SEEDBANK_OPERATION_START_DATE,Seed Bank Operation Start Date *,
REPORT_SUBMIT,Submit Report,
REPORT_SUMMARY_OF_PROGRESS_INFO,Give a brief summary of progress including advancement toward meeting restoration targets as well as social and community benefits in the project.,
REPORT_TOTAL_NON_TREES_PLANTED_INFO,Please include all other plants planted that are affiliated with the Terraformation project; do not include trees in this figure.,
REPORT_TOTAL_PAID_WORKERS_INFO,Please list the total number of full-time or part-time paid workers engaged in planting in this project.,
REPORT_TOTAL_PLANTED_AREA_INFO,Please list the total number of hectares already planted during the current lifespan of this project.,
REPORT_TOTAL_PLANTING_SITE_AREA_INFO,Please list your total project area in hectares. If your project with Terraformation does not include land dedicated to restoration enter 0.,
REPORT_TOTAL_TREES_PLANTED_INFO,Please include all trees planted that are affiliated with the Terraformation project; do not include non-trees such as shrubs in this figure.,
REPORT_TOTAL_VOLUNTEERS_INFO,Please list the total number of volunteers engaged in planting in this project. If none write 0.,
REPORT_TOTAL_WOMEN_PAID_WORKERS_INFO,Of the total workers listed above how many total are women?,
REPORT_VIEW_ANNUAL,View Annual Report,
REPORT_VIEW_QUARTERLY,View Quarterly Report,
REPORTED_PLANTS_PER_SPECIES_CARD_TITLE,What is the reported number of plants planted per species?,
REPORTS,Reports,
REPORTS_PRE_SETUP_SUBTITLE,"Reports are generated every quarter (3 months) so we can review your progress. You can submit reports at the organization level, at the project level, or both.",
REPORTS_PRE_SETUP_SUBTITLE_2,Go to reports settings to set up which reports get generated.,
REPORTS_SETTINGS,Reports Settings,
REPORTS_SETTINGS_EDIT_SUBTITLE,"Reports can be generated at the organization level, at the project level, or both. Select the projects you'd, like reports for.",
REPORTS_SETTINGS_GENERATE_FOR_ORG,Generate Report for {0},
REPORTS_SETTINGS_GENERATE_FOR_PROJECT,Generate Project Report for,
REPORTS_SETUP_CTA,Set Up Reports,
REQUEST_FEATURE,Request Feature,
REQUEST_REASSIGNMENT,Request Reassignment,
REQUEST_REASSIGNMENT_JUSTIFICATION,Provide a reason for requesting a reassignment of this plot’s location.,
REQUIRED,Required,
REQUIRED_FIELD,Required field,
RESCHEDULE,Reschedule,
RESCHEDULE_OBSERVATION,Reschedule Observation,
RESET,Reset,
RESET_STATUS,Reset Status,
RESET_STATUS_BODY,Adding this species to the selected project(s) will reset the deliverable status. You will need to resubmit the deliverable for approval for: {0},
RESPONSIVENESS_AND_ATTENTION_TO_DETAIL,Responsiveness and Attention to Detail,
RESTART_PRESCREEN,Restart Pre-screen,
RESTART_PRESCREEN_CONFIRMATION,You are about to restart your Pre-screen.,
RESTORABLE_LAND,Restorable Land,
REVIEW,Review,
REVIEW_APPLICATION,Review Application,
REVIEW_APPLICATION_COMPLETE,Please review all of your questions before submitting your Application to our Accelerator Team.,
REVIEW_APPLICATION_INCOMPLETE,You must complete all sections before you are able to submit your Application to our Accelerator Team.,
REVIEW_APPLICATION_STATUS_TEXT,Requirements for {0} are {1},
REVIEW_ERRORS,Review Errors,
REVIEW_YOUR_ACCOUNT_SETTING,Review your account setting,
REVIEW_YOUR_APPLICATION,Review your application,
REVIEW_YOUR_ORGANIZATION_SETTING,Review your organization setting,
ROLE,Role,
ROLE_REQUIRED,Role *,
ROLES_INFO,Select a role for this person.,
ROUNDED_INFO,Rounded to the nearest thousandth.,
ROWS_SELECTED,{0} selected,
RUN_A_DATABASE_CHECK,Run a Database Check,
SAND,Sand,
SAND_PETRI_DISH,Sand Petri Dish,
SATELLITE,Satellite,
SAVE,Save,
SAVE_AND_CLOSE,Save and Close,
SAVE_AND_NEXT,Save and Next,
SAVE_ANYWAY,Save Anyway,
SAVE_CHANGES,Save Changes,
SAVE_PROJECT_BOUNDARIES,Save Project Boundaries,
SAVE_VERSION,Save Version,
SAVE_VERSION_ELLIPSIS,Save Version...,
SAVE_VERSION_MESSAGE,Saving a version is the equivalent of creating a screenshot of what the Document looks like in its current state. You can continue to edit the document but you may not edit the saved version.,
SAVED,Saved,
SCARIFY,Scarify,
SCHEDULE_OBSERVATION,Schedule Observation,
SCHEDULED,(Scheduled),
SCIENTIFIC_NAME,Scientific Name,
SCIENTIFIC_NAME_NOT_FOUND,"“{0}” was not found in our database, but you can still add it.",
SCIENTIFIC_NAME_REQUIRED,Scientific Name *,
SCORE,Score,
SCORE_VALUE_0,0 Neutral,
SCORE_VALUE_N1,"-1 negative, but issues can be overcome",
SCORE_VALUE_N2,"-2 negative, but issues cannot be overcome",
SCORE_VALUE_NULL,No score selected,
SCORE_VALUE_P1,1+ Postive,
SCORE_VALUE_P2,2+ Very Positive,
SCORES,Scores,
SCORING_COMPLETED,Scoring completed,
SCORING_NOT_COMPLETED,Scoring not completed,
SDG_01,1. No Poverty,
SDG_02,2. Zero Hunger,
SDG_03,3. Good Health and Well-Being,
SDG_04,4. Quality Education,
SDG_05,5. Gender Equality,
SDG_06,6. Clean Water and Sanitation,
SDG_07,7. Affordable and Clean Energy,
SDG_08,8. Decent Work and Economic Growth,
SDG_09,"9. Industry, Innovation, and Infrastructure",
SDG_10,10. Reduced Inequalities,
SDG_11,11. Sustainable Cities and Communities,
SDG_12,12. Responsible Consumption and Production,
SDG_13,13. Climate Action,
SDG_14,14. Life Below Water,
SDG_15,15. Life on Land,
